"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "x"
"5357" 2 2 1 1 1 1 8 15 10 9 8 4 9 17 19 15 6 15 14 9 1
"5358" 154 260 128 40 59 123 237 487 366 279 159 99 86 36 39 100 136 155 174 156 1
"5359" 2 3 6 8 7 13 33 24 30 26 15 14 6 0 1 0 0 0 0 15 1
"5360" 13 15 3 19 45 115 180 111 127 125 53 15 8 1 2 8 15 18 16 13 1
"5361" 4 2 4 2 6 2 1 4 5 4 1 3 8 5 7 7 1 3 4 13 1
"5362" 35 46 43 40 56 63 102 183 175 158 145 99 48 19 14 41 63 49 29 20 1
"5363" 2 2 5 10 7 0 4 4 1 2 5 6 10 8 5 11 9 6 6 14 1
"5364" 0 0 0 3 11 45 56 58 40 37 82 85 44 14 5 2 11 20 24 32 1
"5365" 14 5 5 10 11 6 4 0 1 7 2 2 7 14 10 13 1 3 4 10 1
"5366" 5 8 6 2 0 1 0 2 10 11 0 8 6 4 6 12 8 4 2 2 1
"5367" 3 1 4 5 8 6 5 27 40 21 27 13 7 17 13 16 12 8 14 17 1
"5368" 7 5 17 15 5 19 42 90 82 110 105 101 50 22 25 55 62 43 40 36 1
"5369" 2 5 6 2 7 7 2 2 3 4 5 3 0 0 6 0 0 2 2 1 1
"5370" 0 2 3 1 11 20 9 5 18 19 12 34 29 8 12 8 3 4 1 0 1
"5371" 25 36 41 37 22 12 60 77 82 78 73 52 18 9 9 10 19 13 6 9 1
"5372" 3 4 4 3 4 2 5 2 1 10 14 6 6 9 2 1 0 0 0 0 1
"5373" 4 1 3 15 5 1 0 11 12 10 8 11 9 8 17 22 10 8 14 12 1
"5374" 2 4 11 9 13 14 10 7 4 8 4 3 3 4 6 2 3 5 7 4 1
"5375" 361 273 200 170 72 44 28 31 36 30 17 5 0 0 0 0 0 0 0 7 1
"5376" 13 22 20 13 29 37 30 25 52 88 86 88 103 57 48 48 39 36 27 36 1
"5377" 8 4 1 8 11 7 5 4 0 0 2 12 5 2 4 7 4 3 4 4 1
"5378" 5 8 4 2 2 3 7 2 6 7 7 1 4 4 2 0 0 0 0 0 1
"5379" 9 5 1 4 3 4 4 10 6 10 14 9 4 14 10 4 7 8 4 0 1
"5380" 87 119 126 102 59 34 21 21 51 90 191 203 96 114 91 59 50 18 13 25 1
"5381" 5 8 6 4 5 1 1 2 1 5 13 8 11 7 3 4 3 0 0 1 1
"5382" 4 4 7 3 3 1 7 7 1 17 27 31 27 13 5 12 12 9 9 0 1
"5383" 5 5 10 12 10 14 18 9 0 3 12 6 4 2 6 5 4 0 0 0 1
"5384" 4 2 11 14 6 3 3 1 1 3 4 8 2 0 2 3 9 10 6 2 1
"5385" 26 39 64 84 105 87 176 209 139 162 177 150 167 120 109 61 44 29 21 17 1
"5386" 4 0 9 9 3 5 3 2 8 4 2 1 1 0 1 4 8 9 3 0 1
"5387" 0 0 7 11 10 9 7 9 10 8 5 10 12 4 9 12 13 9 10 16 1
"5388" 11 7 7 12 6 7 13 15 5 4 8 14 15 9 5 1 5 2 3 4 1
"5389" 17 36 75 62 76 72 30 61 122 247 355 373 638 665 230 116 47 36 55 67 1
"5390" 1 1 1 4 1 1 1 1 3 6 3 0 1 0 0 5 5 2 3 1 1
"5391" 24 35 45 27 30 37 63 57 106 178 98 101 102 49 17 20 13 11 10 15 1
"5392" 87 148 97 0 69 107 69 48 51 16 68 151 56 16 39 66 88 193 166 0 1
"5393" 9 10 12 13 15 19 24 24 19 14 20 26 22 26 23 15 11 11 15 7 1
"5394" 0 0 0 0 0 0 2 3 3 10 4 5 2 2 1 6 4 1 0 6 1
"5395" 6 3 12 8 0 2 3 7 6 8 9 9 8 5 4 3 1 0 0 5 1
"5396" 6 11 8 10 5 7 3 9 23 21 14 10 11 5 4 6 10 12 5 3 1
"5397" 2 5 3 1 0 4 7 15 8 17 21 8 6 9 11 4 5 9 4 8 1
"5398" 0 0 0 1 3 3 6 3 3 2 2 1 2 3 10 9 6 4 0 3 1
"5399" 12 9 6 5 4 8 7 6 5 4 5 2 2 7 17 7 4 10 11 9 1
"5400" 18 22 20 54 118 146 154 158 231 262 201 168 83 68 51 36 29 27 36 43 1
"5401" 0 2 5 3 11 9 8 8 10 4 0 1 1 3 6 8 8 2 1 3 1
"5402" 2 2 11 8 6 0 6 10 33 36 33 30 21 16 10 8 14 13 2 1 1
"5403" 50 47 28 26 40 45 116 217 229 183 144 171 155 79 59 35 24 36 54 54 1
"5404" 3 2 4 10 21 23 5 8 10 28 16 5 6 6 7 12 7 9 5 1 1
"5405" 5 4 6 11 8 6 3 1 1 5 4 1 0 0 0 0 0 0 0 0 1
"5406" 6 8 6 13 4 6 9 7 8 9 14 8 7 12 9 10 5 10 6 5 1
"5407" 1 0 0 3 3 2 6 9 5 3 4 6 0 5 7 7 12 24 30 19 1
"5408" 4 3 6 5 7 5 2 4 12 10 4 0 2 3 3 0 1 1 0 3 1
"5409" 28 29 23 64 154 226 237 168 212 233 219 225 179 94 52 23 18 12 21 24 1
"5410" 2 0 3 5 6 10 5 1 5 6 7 6 1 3 0 5 10 5 6 10 1
"5411" 2 5 13 10 10 7 3 3 5 8 6 5 2 0 5 9 7 0 0 2 1
"5412" 13 23 17 13 12 18 18 13 17 28 38 24 28 10 6 22 27 17 16 16 1
"5413" 30 20 5 6 16 29 73 124 164 208 180 150 91 57 45 27 12 20 17 11 1
"5414" 7 6 2 6 9 12 9 15 14 13 26 28 4 6 11 12 8 8 6 3 1
"5415" 3 4 3 3 0 6 12 8 14 16 2 3 8 9 8 9 15 19 8 3 1
"5416" 1 0 2 2 0 1 3 5 5 19 19 26 14 0 0 0 2 3 7 8 1
"5417" 5 2 4 6 6 5 6 4 8 9 12 12 8 8 1 3 3 1 4 8 1
"5418" 0 0 0 0 0 3 6 6 9 12 2 4 2 1 3 0 1 2 3 1 1
"5419" 120 167 147 71 43 80 82 612 753 729 522 517 662 1447 1098 155 82 56 74 87 1
"5420" 2 6 2 6 9 14 8 4 11 2 1 3 11 10 7 9 5 8 7 9 1
"5421" 20 15 10 10 20 20 3 3 0 5 13 19 13 7 1 1 1 2 2 0 1
"5422" 9 5 5 10 6 1 0 0 2 2 2 2 4 2 7 8 5 2 1 2 1
"5423" 14 16 33 22 15 24 28 35 32 32 36 38 28 24 25 37 46 49 38 52 1
"5424" 4 5 2 2 5 3 4 1 0 2 1 3 9 3 0 2 11 13 6 0 1
"5425" 0 1 0 1 10 14 3 0 1 3 2 1 3 3 9 0 1 2 2 0 1
"5426" 101 57 25 32 58 37 56 98 117 85 65 100 106 47 12 10 4 9 24 41 1
"5427" 10 7 7 6 11 16 23 12 10 7 3 5 14 9 1 7 17 23 16 12 1
"5428" 11 8 0 1 10 5 17 23 12 30 21 22 13 13 20 11 6 4 2 6 1
"5429" 0 0 0 0 1 4 3 6 10 4 7 12 0 4 8 5 1 2 5 5 1
"5430" 0 0 1 1 2 0 3 6 5 10 11 4 6 10 5 0 4 8 9 2 1
"5431" 29 19 12 19 39 62 78 229 309 144 137 70 36 32 30 24 26 27 13 20 1
"5432" 1 6 2 6 6 2 3 3 14 21 15 10 2 10 13 6 5 2 4 2 1
"5433" 11 14 12 10 11 13 5 8 7 2 10 10 12 2 5 1 4 7 8 11 1
"5434" 7 10 5 7 12 2 2 5 9 4 6 18 26 17 9 2 0 12 8 5 1
"5435" 2 1 5 9 3 6 2 5 5 12 10 8 9 2 2 1 1 2 2 2 1
"5436" 6 4 4 2 11 15 5 9 14 19 20 18 13 9 3 6 8 4 4 7 1
"5437" 3 4 10 13 8 0 0 10 10 2 5 5 2 1 2 2 1 1 1 0 1
"5438" 22 29 37 58 45 53 78 103 132 178 123 84 54 23 13 26 18 21 25 11 1
"5439" 6 9 1 3 9 5 1 0 0 2 11 5 3 5 2 5 5 10 4 4 1
"5440" 8 16 15 12 8 3 4 12 57 115 126 81 45 25 32 19 22 46 116 103 1
"5441" 7 3 21 55 80 136 102 56 119 95 93 146 91 44 22 22 20 15 30 33 1
"5442" 5 19 37 58 49 47 33 21 64 188 183 275 219 172 129 74 32 21 89 40 1
"5443" 2 2 6 14 11 1 1 5 14 20 13 16 20 10 2 5 7 13 3 3 1
"5444" 6 13 15 1 1 2 5 6 8 9 1 0 2 1 1 0 2 3 0 0 1
"5445" 60 53 37 59 41 164 151 228 182 204 254 167 77 53 27 16 19 28 39 42 1
"5446" 4 5 17 14 8 7 12 13 11 19 22 18 8 11 16 30 25 14 7 8 1
"5447" 38 31 23 29 55 113 231 335 309 311 322 281 99 128 90 34 17 22 61 69 1
"5448" 1 2 2 0 0 4 4 4 4 2 0 10 6 6 4 9 21 14 5 3 1
"5449" 13 12 11 5 12 9 12 15 11 11 11 11 15 17 5 7 17 12 6 6 1
"5450" 9 9 19 12 53 105 200 268 273 234 233 200 94 29 20 24 86 175 288 268 1
"5451" 6 7 3 8 11 6 16 20 20 24 24 13 10 14 20 13 8 4 10 15 1
"5452" 10 8 5 11 13 18 12 8 7 7 4 3 8 14 15 12 10 10 23 21 1
"5453" 11 11 22 23 6 3 7 13 17 20 16 3 8 21 6 14 6 11 10 6 1
"5454" 0 0 0 4 11 13 11 8 13 11 9 4 2 0 0 0 2 8 9 3 1
"5455" 8 5 6 6 3 5 4 3 4 8 14 8 12 11 5 1 1 1 0 0 1
"5456" 36 66 91 98 131 149 128 115 77 101 101 78 84 115 115 83 63 31 32 23 1
"5457" 12 13 13 8 17 9 11 21 28 23 11 5 9 4 4 6 19 27 15 11 1
"5458" 5 8 8 5 8 3 2 4 4 7 12 4 1 2 7 11 0 4 4 10 1
"5459" 19 17 23 19 13 33 53 45 52 55 37 9 7 4 25 14 10 15 19 23 1
"5460" 26 25 41 61 77 134 189 269 271 221 176 105 47 16 13 22 52 51 30 30 1
"5461" 3 7 8 8 5 0 0 8 16 16 3 4 3 1 9 7 5 4 0 0 1
"5462" 9 14 44 32 22 77 100 139 179 202 232 154 85 35 6 4 3 4 5 0 1
"5463" 2 5 13 10 5 1 2 11 25 61 159 260 265 157 99 148 68 37 23 17 1
"5464" 1 6 5 10 11 6 5 5 3 6 7 10 7 5 7 5 2 4 1 2 1
"5465" 5 6 5 9 3 4 3 8 5 6 6 4 3 0 7 13 5 5 5 2 1
"5466" 32 23 13 6 20 55 165 220 245 400 395 240 135 55 47 35 24 30 49 48 1
"5467" 9 7 11 11 3 2 5 4 4 0 1 4 8 2 2 8 8 1 0 0 1
"5468" 1 1 1 2 4 1 1 0 1 1 0 3 2 6 9 7 7 3 4 2 1
"5469" 5 8 7 5 1 4 2 0 0 0 4 4 12 10 3 0 7 6 3 2 1
"5470" 15 19 36 44 76 73 52 64 45 30 37 50 72 82 86 64 49 44 30 19 1
"5471" 13 16 7 12 38 49 18 30 39 73 78 50 64 55 35 33 35 18 17 3 1
"5472" 62 62 19 10 16 14 25 15 18 28 79 93 53 87 61 9 15 17 19 27 1
"5473" 14 15 8 10 33 58 54 68 99 56 11 6 1 9 16 3 3 2 5 9 1
"5474" 0 2 5 3 0 1 1 3 14 9 1 1 2 2 4 3 3 1 0 2 1
"5475" 2 2 0 3 10 11 12 10 5 3 5 6 7 3 3 7 6 4 5 7 1
"5476" 6 8 13 11 3 1 0 1 1 5 10 6 0 2 2 2 5 4 0 0 1
"5477" 114 96 64 51 68 96 172 258 253 330 330 194 138 82 59 49 57 48 39 36 1
"5478" 4 9 5 2 4 5 3 3 6 1 1 8 6 0 0 2 2 5 6 3 1
"5479" 17 12 7 8 8 8 4 13 19 11 14 19 11 11 10 9 14 12 11 10 1
"5480" 20 7 7 7 11 9 12 12 4 4 2 11 14 15 11 2 0 0 0 0 1
"5481" 6 5 6 1 2 3 7 6 2 4 3 0 1 6 1 5 7 4 5 6 1
"5482" 1 0 3 6 1 4 1 0 0 0 5 6 4 4 1 1 6 5 4 5 1
"5483" 2 4 2 0 3 3 0 0 0 3 2 0 1 3 2 0 2 0 0 0 1
"5484" 11 9 8 7 13 12 10 21 20 15 16 13 11 15 17 10 9 5 12 13 1
"5485" 50 52 68 118 149 129 151 159 107 66 39 25 20 22 26 25 11 13 7 9 1
"5486" 28 31 42 47 32 57 37 25 49 34 39 50 23 1 0 0 0 0 0 0 1
"5487" 14 8 6 14 12 10 8 12 6 5 11 12 3 12 15 10 6 10 19 6 1
"5488" 3 12 21 19 15 13 14 25 50 56 48 23 76 131 148 156 209 211 178 76 1
"5489" 8 12 9 19 50 100 133 161 147 95 60 49 22 11 31 34 30 55 19 32 1
"5490" 9 2 3 2 1 5 2 3 7 2 14 15 10 5 5 8 2 2 2 5 1
"5491" 1 5 6 0 6 10 7 6 3 2 6 16 12 4 4 3 5 4 8 7 1
"5492" 4 8 4 6 0 1 4 3 1 8 18 7 3 4 4 1 0 2 0 4 1
"5493" 30 26 14 4 7 9 39 82 79 149 127 54 106 91 34 13 12 14 36 49 1
"5494" 72 63 81 53 30 62 124 160 222 294 222 142 305 239 175 193 147 84 71 80 1
"5495" 17 11 6 3 6 9 10 9 7 4 8 4 4 3 5 4 5 4 18 19 1
"5496" 3 1 2 3 4 8 10 11 2 9 13 8 7 6 12 10 14 9 7 7 1
"5497" 0 0 3 3 0 0 1 7 8 6 4 3 5 4 12 4 1 1 2 2 1
"5498" 0 0 0 1 4 0 0 1 2 0 0 0 6 7 3 5 2 2 2 5 1
"5499" 1 10 23 31 36 22 3 30 52 59 66 82 54 3 6 5 9 14 17 12 1
"5500" 13 10 15 18 17 33 26 39 43 31 32 13 26 22 21 14 11 16 16 24 1
"5501" 7 19 34 37 51 31 9 29 92 198 285 217 133 198 164 86 14 24 39 19 1
"5502" 6 24 12 1 22 35 56 100 162 179 241 186 188 220 234 107 71 49 21 18 1
"5503" 10 11 8 6 2 7 10 4 1 0 5 8 0 7 7 0 0 0 10 18 1
"5504" 0 0 1 2 2 0 0 3 4 0 2 1 1 1 0 0 0 0 0 3 1
"5505" 21 23 24 13 15 14 27 29 29 29 46 53 52 86 75 43 25 12 12 14 1
"5506" 0 0 0 0 0 2 4 11 11 8 10 5 9 14 7 12 9 22 16 8 1
"5507" 9 14 10 8 6 9 5 10 13 8 4 8 3 3 3 5 8 0 5 12 1
"5508" 16 48 56 33 5 4 38 73 130 158 328 395 356 206 85 54 125 114 129 245 1
"5509" 27 16 15 23 47 160 153 116 84 136 169 104 88 89 77 58 39 14 13 19 1
"5510" 1 5 6 2 3 10 11 4 2 6 9 9 6 3 0 4 4 1 1 1 1
"5511" 1 3 3 0 0 0 1 4 3 2 4 4 3 3 0 4 0 0 3 3 1
"5512" 5 11 8 9 7 2 0 1 10 12 4 3 2 3 3 0 0 0 0 2 1
"5513" 7 25 13 5 7 10 10 29 37 110 106 47 45 22 15 19 19 13 9 11 1
"5514" 55 49 59 103 114 115 124 182 226 152 143 102 42 57 94 82 141 122 56 34 1
"5515" 29 45 41 43 28 29 31 27 90 145 166 308 288 197 259 137 48 72 97 95 1
"5516" 4 2 6 9 6 10 16 22 17 20 40 45 21 21 20 19 34 16 18 15 1
"5517" 8 5 2 1 1 1 3 7 6 13 3 6 4 2 1 0 3 14 16 13 1
"5518" 14 27 18 10 13 4 9 9 11 12 18 33 27 1 7 7 6 3 5 6 1
"5519" 1 1 1 1 2 0 1 1 6 12 13 9 14 14 3 2 2 0 4 4 1
"5520" 3 1 5 6 4 1 0 0 0 1 0 0 0 0 0 1 1 0 0 0 1
"5521" 7 8 10 6 6 8 6 9 11 16 13 10 7 9 7 15 9 24 20 8 1
"5522" 21 6 1 5 24 23 22 15 14 32 17 11 11 5 13 10 7 5 6 18 1
"5523" 0 0 0 1 102 147 209 230 195 215 306 234 163 120 67 37 52 35 31 23 1
"5524" 1 0 2 2 5 6 7 5 6 0 0 6 7 0 4 4 2 2 5 5 1
"5525" 212 302 359 255 191 286 342 302 237 143 64 21 17 22 38 63 66 54 34 31 1
"5526" 8 13 1 1 3 2 5 5 3 7 10 1 6 8 3 3 7 4 1 4 1
"5527" 16 33 32 31 28 26 19 14 13 14 9 7 7 14 14 25 20 16 20 16 1
"5528" 11 16 13 18 9 5 15 17 14 15 5 6 16 16 8 12 6 6 24 56 1
"5529" 7 4 13 11 12 9 9 10 9 9 8 3 6 10 7 2 5 2 5 7 1
"5530" 45 54 63 50 24 33 25 39 100 188 152 79 47 11 10 31 45 112 145 87 1
"5531" 0 1 1 0 2 2 3 3 0 4 2 0 3 8 7 2 1 1 0 0 1
"5532" 14 15 13 9 9 3 3 10 16 20 19 30 33 20 12 15 19 8 8 13 1
"5533" 6 4 7 12 11 10 5 3 10 13 14 10 14 20 18 24 26 22 15 11 1
"5534" 9 1 0 0 1 1 0 1 4 3 0 4 8 5 2 1 2 0 4 4 1
"5535" 36 65 61 44 24 17 30 54 60 83 63 80 77 45 14 16 7 3 3 0 1
"5536" 49 37 16 14 36 110 202 252 284 224 172 24 0 0 0 112 199 140 75 31 1
"5537" 4 12 18 11 20 24 5 14 12 16 31 22 20 12 16 12 13 6 7 9 1
"5538" 8 4 1 5 4 1 2 10 13 8 19 10 8 4 4 3 8 11 12 6 1
"5539" 17 8 11 9 6 6 7 11 8 7 4 0 4 8 8 17 11 10 7 9 1
"5540" 2 4 3 5 4 5 8 3 2 2 6 7 7 3 11 12 7 8 7 3 1
"5541" 10 8 18 19 15 16 10 10 7 10 5 7 6 11 4 4 5 5 2 9 1
"5542" 37 34 42 38 48 36 13 26 23 18 23 13 6 6 3 0 7 12 5 5 1
"5543" 24 19 26 37 12 18 81 160 220 223 214 231 179 82 38 4 5 15 16 32 1
"5544" 27 20 28 34 11 56 160 168 145 258 399 256 74 63 42 14 1 0 0 0 1
"5545" 7 4 7 12 5 9 5 4 2 6 1 3 1 5 7 7 8 4 1 0 1
"5546" 5 9 8 7 5 4 8 9 17 17 14 22 17 13 11 2 0 9 16 37 1
"5547" 48 54 53 46 46 35 60 78 141 231 177 119 106 102 181 356 381 248 263 192 1
"5548" 12 1 4 5 8 36 38 50 86 71 57 92 68 38 60 16 0 0 0 2 1
"5549" 0 0 3 1 0 9 7 2 6 8 7 7 2 3 1 2 0 0 0 0 1
"5550" 5 9 17 17 10 2 3 5 3 11 10 4 6 9 8 6 1 0 0 0 1
"5551" 0 0 0 6 19 12 4 10 27 30 30 41 33 18 11 12 0 0 0 15 1
"5552" 64 84 83 84 71 74 80 58 76 123 125 58 24 11 21 26 10 3 11 22 1
"5553" 63 10 11 17 18 39 107 280 310 156 144 162 174 216 324 418 383 283 74 51 1
"5554" 9 7 6 3 7 3 6 3 8 5 8 5 2 1 1 0 0 0 0 0 1
"5555" 3 4 4 3 8 7 3 6 3 4 3 4 6 4 10 6 6 11 0 0 1
"5556" 3 4 7 10 2 2 2 11 31 44 29 14 11 7 9 6 0 0 8 8 1
"5557" 1 3 6 2 3 10 11 3 8 7 3 3 5 13 14 15 9 6 4 1 1
"5558" 3 4 6 3 2 2 5 2 2 4 10 12 12 9 4 12 16 11 23 28 1
"5559" 92 123 169 167 182 202 265 242 178 145 117 73 47 35 32 10 12 25 28 15 1
"5560" 24 8 10 15 14 10 1 6 14 15 12 4 12 11 16 29 17 16 10 10 1
"5561" 4 4 0 0 2 1 3 2 0 2 7 7 1 1 5 2 1 1 0 0 1
"5562" 79 123 94 59 88 89 81 161 206 175 99 44 31 26 32 34 28 5 6 16 1
"5563" 10 1 5 1 2 5 7 4 3 5 10 8 3 7 7 10 15 14 13 12 1
"5564" 20 14 19 26 19 9 20 32 34 24 27 47 40 28 20 22 23 67 86 17 1
"5565" 17 22 22 16 30 39 47 74 67 84 78 26 22 10 10 11 5 5 3 0 1
"5566" 27 10 27 33 24 26 52 48 39 67 68 50 44 38 100 84 77 45 52 72 1
"5567" 24 28 44 30 13 22 41 173 203 322 342 193 81 61 32 33 67 91 107 114 1
"5568" 8 10 3 9 24 39 72 69 107 133 102 60 32 11 17 16 17 14 12 15 1
"5569" 2 1 0 2 5 10 14 11 12 18 11 10 5 0 0 0 0 5 3 0 1
"5570" 37 52 108 275 345 325 314 177 136 220 439 474 239 146 79 0 0 0 0 0 1
"5571" 29 12 20 34 39 44 50 26 20 10 24 45 37 24 22 29 66 125 67 60 1
"5572" 9 15 22 20 11 5 6 43 75 69 67 66 33 10 10 20 25 25 15 9 1
"5573" 8 10 6 2 5 10 10 27 32 32 26 20 12 3 5 2 1 1 0 0 1
"5574" 37 43 46 21 14 26 71 135 177 139 96 82 47 17 9 18 31 20 11 7 1
"5575" 0 4 5 5 2 1 3 15 19 13 8 8 8 7 8 6 14 10 3 3 1
"5576" 2 3 12 38 97 165 139 144 108 69 48 37 29 20 15 21 34 26 8 9 1
"5577" 59 24 7 10 32 67 123 208 195 163 308 269 91 118 68 46 23 25 63 74 1
"5578" 1 4 5 3 0 3 3 1 4 1 6 8 1 3 7 4 0 0 1 2 1
"5579" 74 150 159 74 40 36 55 78 108 156 247 502 407 269 210 149 42 22 24 16 1
"5580" 6 9 17 11 3 1 5 9 2 2 0 0 0 0 1 1 0 0 0 1 1
"5581" 7 11 31 27 17 19 23 24 52 72 61 61 35 27 27 21 11 9 15 22 1
"5582" 2 8 6 0 1 3 3 8 17 15 14 11 13 15 12 5 3 6 7 2 1
"5583" 4 3 8 3 6 4 3 8 8 9 6 1 4 6 2 0 3 6 4 0 1
"5584" 7 15 16 18 27 26 13 14 4 9 15 11 4 5 13 10 5 2 7 16 1
"5585" 26 27 8 8 28 67 67 94 100 112 230 345 270 149 155 83 41 25 8 11 1
"5586" 0 9 4 2 10 7 33 45 54 46 32 14 11 7 9 4 5 12 17 6 1
"5587" 41 39 33 25 22 53 78 118 285 255 210 120 125 106 122 129 99 104 105 69 1
"5588" 10 18 20 18 16 14 11 20 38 32 20 28 21 10 3 4 3 3 1 6 1
"5589" 9 2 0 5 3 0 4 10 11 2 7 5 7 8 4 2 6 7 8 5 1
"5590" 6 24 20 7 20 28 19 14 25 39 40 76 84 53 15 15 31 63 72 31 1
"5591" 4 3 1 2 9 5 4 1 12 35 22 7 10 7 5 4 10 10 11 13 1
"5592" 3 0 2 0 0 0 2 6 5 1 3 9 5 4 5 1 2 5 4 4 1
"5593" 4 3 2 2 2 4 3 2 2 0 1 6 7 5 8 14 8 3 12 11 1
"5594" 2 4 3 2 7 5 5 2 6 13 12 6 1 3 1 3 4 3 2 1 1
"5595" 6 8 5 4 7 9 3 2 4 8 29 24 18 23 11 4 9 17 20 13 1
"5596" 59 37 16 27 32 39 41 34 23 21 26 28 15 9 13 12 9 26 34 22 1
"5597" 8 11 9 6 8 2 7 9 4 9 14 9 19 11 5 3 7 12 19 11 1
"5598" 14 8 6 29 75 99 123 142 112 153 93 46 34 8 16 19 12 12 15 13 1
"5599" 50 75 71 36 77 154 170 234 260 168 97 143 128 45 35 47 22 0 0 0 1
"5600" 7 3 2 2 0 0 0 3 0 1 1 0 3 0 0 0 0 0 0 0 1
"5601" 6 6 3 10 12 19 18 12 14 12 33 36 18 11 12 20 16 19 19 11 1
"5602" 8 10 22 25 11 10 34 58 22 71 129 88 38 13 14 21 17 6 20 18 1
"5603" 19 9 11 13 11 15 30 25 14 12 17 28 16 13 20 17 8 4 16 10 1
"5604" 41 53 34 21 32 36 39 31 46 52 82 94 121 138 184 233 287 300 238 74 1
"5605" 47 32 19 26 36 66 115 118 153 218 258 193 235 168 44 27 21 28 31 38 1
"5606" 14 26 50 53 66 61 61 48 62 58 38 32 30 19 13 8 1 0 1 0 1
"5607" 12 6 5 6 4 5 4 0 10 16 10 8 4 2 1 1 1 6 4 1 1
"5608" 37 76 67 28 11 13 24 70 208 383 266 124 145 73 14 5 11 30 25 24 1
"5609" 5 1 2 8 4 7 12 8 10 11 6 6 12 6 5 0 2 9 8 1 1
"5610" 32 14 0 0 0 6 6 6 11 8 3 2 5 5 2 0 0 2 4 1 1
"5611" 1 2 1 0 1 2 1 9 8 5 8 9 6 15 9 9 4 1 6 13 1
"5612" 5 6 4 7 9 9 10 7 7 8 8 3 2 7 3 0 2 2 5 5 1
"5613" 7 13 12 7 4 1 5 17 28 31 35 19 7 18 15 16 11 7 9 17 1
"5614" 0 3 2 0 2 3 3 0 3 3 0 0 0 1 0 2 6 6 2 2 1
"5615" 0 0 1 0 0 0 2 1 6 4 2 2 2 4 4 4 3 5 4 1 1
"5616" 7 8 1 6 4 0 4 10 11 7 1 1 2 2 2 4 10 8 3 5 1
"5617" 3 4 10 6 3 5 3 0 6 9 6 6 4 9 8 3 4 10 5 3 1
"5618" 13 4 17 22 20 15 7 12 17 25 43 51 40 36 19 7 12 16 10 13 1
"5619" 79 178 152 157 350 295 174 101 61 66 123 125 120 150 120 61 89 100 34 33 1
"5620" 5 7 7 8 23 17 30 29 24 26 12 15 19 2 6 10 17 6 4 5 1
"5621" 0 3 3 0 0 8 5 4 7 13 14 4 2 4 7 4 1 1 0 3 1
"5622" 3 0 2 1 5 7 3 0 3 6 0 3 2 4 6 3 2 1 0 1 1
"5623" 2 3 6 6 4 3 7 2 2 4 4 2 0 2 2 3 5 3 3 2 1
"5624" 18 22 36 55 72 94 78 67 45 38 80 89 70 98 66 44 45 35 35 47 1
"5625" 1 5 3 1 0 0 5 5 4 6 4 0 1 2 1 5 6 2 2 3 1
"5626" 11 9 8 6 11 10 10 19 20 22 19 5 6 6 4 7 9 7 4 4 1
"5627" 66 85 77 42 27 93 166 158 103 171 161 180 154 76 25 9 5 8 15 8 1
"5628" 5 9 6 4 6 9 3 7 5 6 5 2 2 10 7 4 5 5 8 8 1
"5629" 1 2 17 9 8 8 2 2 1 4 2 2 5 11 13 3 15 11 21 13 1
"5630" 5 9 3 8 4 1 7 15 20 28 16 3 4 7 2 4 5 2 0 0 1
"5631" 11 9 8 17 14 14 5 7 5 10 13 12 16 14 7 12 11 6 4 1 1
"5632" 0 4 5 3 5 3 3 11 16 24 16 6 4 2 2 2 0 0 0 0 1
"5633" 8 17 7 6 8 6 12 15 11 17 13 13 14 13 11 8 7 9 26 39 1
"5634" 89 55 30 35 52 100 166 233 205 107 83 112 103 71 29 24 10 0 0 5 1
"5635" 20 18 23 24 17 14 19 9 6 14 15 3 15 21 19 5 6 7 14 14 1
"5636" 0 0 4 6 3 8 10 6 6 5 5 8 3 13 9 2 2 0 0 0 1
"5637" 7 8 11 8 2 9 5 12 13 3 7 10 12 4 6 3 0 0 0 0 1
"5638" 0 0 0 0 7 14 24 11 7 7 11 6 4 10 8 6 4 2 0 0 1
"5639" 8 17 46 56 29 32 25 53 109 242 243 342 493 238 164 51 22 27 53 56 1
"5640" 7 2 2 4 4 0 0 0 8 8 37 52 91 109 173 243 196 123 145 112 1
"5641" 5 14 3 4 4 7 2 9 15 15 15 5 12 14 13 7 2 1 4 0 1
"5642" 6 4 0 16 35 26 163 334 272 350 297 245 188 138 103 32 32 75 59 105 1
"5643" 4 17 28 17 36 54 18 0 0 34 62 56 44 36 43 54 31 33 98 166 1
"5644" 17 18 14 19 29 24 13 17 24 19 19 14 12 13 9 10 14 20 5 9 1
"5645" 6 4 9 11 8 15 14 11 7 14 16 8 12 2 5 3 13 14 13 4 1
"5646" 8 20 1 8 17 15 21 42 36 23 43 32 6 6 3 10 15 12 4 3 1
"5647" 57 53 22 17 11 14 46 71 115 189 148 113 52 11 11 9 16 46 46 39 1
"5648" 23 35 76 114 150 163 178 70 92 86 187 156 60 82 84 37 16 12 0 0 1
"5649" 10 9 15 16 9 6 11 9 22 31 35 33 24 13 5 11 12 7 9 10 1
"5650" 15 5 8 11 11 8 2 14 19 9 5 0 5 5 2 4 5 13 16 12 1
"5651" 1 1 1 1 0 1 2 1 0 0 4 7 0 1 4 12 9 1 0 2 1
"5652" 27 25 13 7 8 4 6 19 24 13 32 39 50 119 170 123 68 84 53 18 1
